code_n, n_tries,          qber,        f_mean,  c_iters_mean,  n_iters_mean,             R,  pass/s_n,  kost/p_n,   p_n_max,   correct/k_n,   discl_n,           FER 
10000,       200,        0.0907,    1.30214381,   27.50000000,   27.50000000,    0.00000000,         4,       730,         0,         10000,      5713,    0.97000000
10000,       200,        0.0312,    1.21523802,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2435,    0.82000000
10000,       200,        0.0020,    1.09019654,   39.14285714,   39.14285714,    0.00000000,         4,       730,         0,         10000,       226,    0.30000000
10000,       200,        0.1206,    1.35283288,   25.00000000,   25.00000000,    0.00000000,         4,       730,         0,         10000,      7184,    0.98500000
10000,       200,        0.0609,    1.29154263,   29.00000000,   29.00000000,    0.00000000,         4,       730,         0,         10000,      4275,    0.95000000
10000,       200,        0.0021,    1.08548906,   37.77631579,   37.77631579,    0.00000000,         4,       730,         0,         10000,       235,    0.24000000
10000,       200,        0.0313,    1.22145155,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2453,    0.83000000
10000,       200,        0.0022,    1.08338947,   37.86861314,   37.86861314,    0.00000000,         4,       730,         0,         10000,       244,    0.31500000
10000,       200,        0.0908,    1.31206956,   27.25000000,   27.25000000,    0.00000000,         4,       730,         0,         10000,      5761,    0.98000000
10000,       200,        0.0610,    1.28881810,   29.00000000,   29.00000000,    0.00000000,         4,       730,         0,         10000,      4271,    0.94000000
10000,       200,        0.0314,    1.22726396,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2471,    0.78500000
10000,       200,        0.1207,    1.36049358,   25.00000000,   25.00000000,    0.00000000,         4,       730,         0,         10000,      7229,    0.98000000
10000,       200,        0.0023,    1.09573362,   38.65693431,   38.65693431,    0.00000000,         4,       730,         0,         10000,       257,    0.31500000
10000,       200,        0.0024,    1.09720796,   39.15000000,   39.15000000,    0.00000000,         4,       730,         0,         10000,       267,    0.30000000
10000,       200,        0.0611,    1.26065368,   29.00000000,   29.00000000,    0.00000000,         4,       730,         0,         10000,      4182,    0.95000000
10000,       200,        0.0315,    1.21852627,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2459,    0.84500000
10000,       200,        0.0909,    1.31181700,   27.25000000,   27.25000000,    0.00000000,         4,       730,         0,         10000,      5765,    0.98000000
10000,       200,        0.0025,    1.09152822,   38.40939597,   38.40939597,    0.00000000,         4,       730,         0,         10000,       275,    0.25500000
10000,       200,        0.0316,    1.21419945,   32.97368421,   32.97368421,    0.00000000,         4,       730,         0,         10000,      2456,    0.81000000
10000,       200,        0.1208,    1.36949436,   25.00000000,   25.00000000,    0.00000000,         4,       730,         0,         10000,      7281,    0.99500000
10000,       200,        0.0026,    1.08973451,   39.29104478,   39.29104478,    0.00000000,         4,       730,         0,         10000,       284,    0.33000000
10000,       200,        0.0612,    1.29739487,   29.00000000,   29.00000000,    0.00000000,         4,       730,         0,         10000,      4309,    0.94500000
10000,       200,        0.0910,    1.30877997,   27.16666667,   27.16666667,    0.00000000,         4,       730,         0,         10000,      5756,    0.97000000
10000,       200,        0.0027,    1.08116038,   38.35074627,   38.35074627,    0.00000000,         4,       730,         0,         10000,       291,    0.33000000
10000,       200,        0.0317,    1.23650699,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2508,    0.81500000
10000,       200,        0.0613,    1.24662398,   29.00000000,   29.00000000,    0.00000000,         4,       730,         0,         10000,      4146,    0.93000000
10000,       200,        0.0028,    1.11240974,   39.55639098,   39.55639098,    0.00000000,         4,       730,         0,         10000,       309,    0.33500000
10000,       200,        0.0318,    1.22145899,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2483,    0.86000000
10000,       200,        0.1209,    1.34868934,   25.00000000,   25.00000000,    0.00000000,         4,       730,         0,         10000,      7174,    0.98000000
10000,       200,        0.0029,    1.10715080,   38.64179104,   38.64179104,    0.00000000,         4,       730,         0,         10000,       316,    0.33000000
10000,       200,        0.0911,    1.33823837,   27.00000000,   27.00000000,    0.00000000,         4,       730,         0,         10000,      5890,    0.99000000
10000,       200,        0.0614,    1.26912142,   29.00000000,   29.00000000,    0.00000000,         4,       730,         0,         10000,      4225,    0.95500000
10000,       200,        0.0030,    1.09366649,   36.75384615,   36.75384615,    0.00000000,         4,       730,         0,         10000,       322,    0.35000000
10000,       200,        0.0319,    1.21323190,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2472,    0.87000000
10000,       200,        0.0031,    1.07270026,   36.52777778,   36.52777778,    0.00000000,         4,       730,         0,         10000,       325,    0.28000000
10000,       200,        0.0320,    1.22761730,   33.00000000,   33.00000000,    0.00000000,         4,       730,         0,         10000,      2508,    0.80000000
