code_n, n_tries,          qber,        f_mean,  c_iters_mean,  n_iters_mean,             R,  pass/s_n,  kost/p_n,   p_n_max,   correct/k_n,   discl_n,           FER 
10000,       200,        0.0001,    1.03161127,   10.72864322,   10.72864322,    0.00000000,         4,       100,         0,         10000,        15,    0.00500000
10000,       200,        0.0002,    1.36122664,   13.98000000,   13.98000000,    0.00000000,         4,       100,         0,         10000,        37,    0.00000000
10000,       200,        0.0003,    1.40405826,   14.51000000,   14.51000000,    0.00000000,         4,       100,         0,         10000,        55,    0.00000000
10000,       200,        0.0301,    2.65520168,   11.49000000,   11.49000000,    0.00000000,         4,       100,         0,         10000,      5174,    0.00000000
10000,       200,        0.0004,    1.51599135,   15.07500000,   15.07500000,    0.00000000,         4,       100,         0,         10000,        77,    0.00000000
10000,       200,        0.0005,    1.53061077,   15.22000000,   15.22000000,    0.00000000,         4,       100,         0,         10000,        94,    0.00000000
10000,       200,        0.0601,    2.94587400,    9.25000000,    9.25000000,    0.00000000,         4,       100,         0,         10000,      9657,    0.00000000
10000,       200,        0.0006,    1.52867970,   14.96500000,   14.96500000,    0.00000000,         4,       100,         0,         10000,       111,    0.00000000
10000,       200,        0.0302,    2.66462316,   11.54000000,   11.54000000,    0.00000000,         4,       100,         0,         10000,      5206,    0.00000000
10000,       200,        0.0901,    3.13676619,    8.95000000,    8.95000000,    0.00000000,         4,       100,         0,         10000,     13701,    0.00000000
10000,       200,        0.0007,    1.57259057,   15.38000000,   15.38000000,    0.00000000,         4,       100,         0,         10000,       131,    0.00000000
10000,       200,        0.1201,    2.26735388,    5.00000000,    5.00000000,    0.00000000,         4,       100,         0,         10000,     12009,    0.00000000
10000,       200,        0.0008,    1.53774605,   14.57000000,   14.57000000,    0.00000000,         4,       100,         0,         10000,       144,    0.00000000
10000,       200,        0.0009,    1.65453178,   15.82500000,   15.82500000,    0.00000000,         4,       100,         0,         10000,       172,    0.00000000
10000,       200,        0.0303,    2.68615517,   11.70000000,   11.70000000,    0.00000000,         4,       100,         0,         10000,      5262,    0.00000000
10000,       200,        0.0602,    2.96704072,    9.36000000,    9.36000000,    0.00000000,         4,       100,         0,         10000,      9738,    0.00000000
10000,       200,        0.0010,    1.64094474,   15.36500000,   15.36500000,    0.00000000,         4,       100,         0,         10000,       187,    0.00000000
10000,       200,        0.0011,    1.64460520,   15.57500000,   15.57500000,    0.00000000,         4,       100,         0,         10000,       203,    0.00000000
10000,       200,        0.0012,    1.66377603,   15.57500000,   15.57500000,    0.00000000,         4,       100,         0,         10000,       222,    0.00000000
10000,       200,        0.0304,    2.68147091,   11.68000000,   11.68000000,    0.00000000,         4,       100,         0,         10000,      5266,    0.00000000
10000,       200,        0.0902,    3.14297092,    8.98500000,    8.98500000,    0.00000000,         4,       100,         0,         10000,     13739,    0.00000000
10000,       200,        0.0013,    1.73318827,   16.38000000,   16.38000000,    0.00000000,         4,       100,         0,         10000,       248,    0.00000000
10000,       200,        0.0014,    1.70821011,   16.01000000,   16.01000000,    0.00000000,         4,       100,         0,         10000,       261,    0.00000000
10000,       200,        0.0603,    2.94052522,    9.22000000,    9.22000000,    0.00000000,         4,       100,         0,         10000,      9663,    0.00000000
10000,       200,        0.1202,    2.26801192,    5.00000000,    5.00000000,    0.00000000,         4,       100,         0,         10000,     12019,    0.00000000
10000,       200,        0.0305,    2.67334567,   11.57500000,   11.57500000,    0.00000000,         4,       100,         0,         10000,      5263,    0.00000000
