code_n, n_tries,          qber,        f_mean,  c_iters_mean,  n_iters_mean,             R,  pass/s_n,  kost/p_n,   p_n_max,   correct/k_n,   discl_n,           FER 
10000,       200,      0.033250,    1.22373544,   35.57286432, 1957.13000000,    1.22370884,         4,       730,         0,       9999990,      2575,    0.00500000
10000,       200,      0.015500,    1.19141769,   38.35000000, 1084.50500000,    1.19141769,         4,       730,         0,      10000000,      1374,    0.00000000
10000,       200,      0.015750,    1.19292091,   38.87939698, 1101.89000000,    1.19277944,         4,       730,         0,       9999990,      1394,    0.00500000
10000,       200,      0.016000,    1.19182920,   38.06000000, 1111.53000000,    1.19182920,         4,       730,         0,      10000000,      1410,    0.00000000
10000,       200,      0.033500,    1.22510208,   36.24000000, 1970.94500000,    1.22510208,         4,       730,         0,      10000000,      2592,    0.00000000
10000,       200,      0.016250,    1.19020010,   38.58000000, 1122.25000000,    1.19020010,         4,       730,         0,      10000000,      1426,    0.00000000
10000,       200,      0.016500,    1.19225461,   38.51515152, 1137.11000000,    1.19209532,         4,       730,         0,       9999980,      1446,    0.01000000
10000,       200,      0.061250,    1.26435714,   32.46000000, 3064.56000000,    1.26435714,         4,       730,         0,      10000000,      4202,    0.00000000
10000,       200,      0.016750,    1.19608692,   38.20304569, 1156.47500000,    1.19603104,         4,       730,         0,       9999970,      1468,    0.01500000
10000,       200,      0.033750,    1.22648373,   35.30500000, 1982.72500000,    1.22648373,         4,       730,         0,      10000000,      2610,    0.00000000
10000,       200,      0.017000,    1.19379859,   37.12060302, 1166.22000000,    1.19376935,         4,       730,         0,       9999990,      1483,    0.00500000
10000,       200,      0.017250,    1.19710733,   38.33333333, 1182.63000000,    1.19693738,         4,       730,         0,       9999980,      1504,    0.01000000
10000,       200,      0.034000,    1.22581984,   35.21608040, 1991.99000000,    1.22576116,         4,       730,         0,       9999990,      2624,    0.00500000
10000,       200,      0.017500,    1.19402515,   38.41708543, 1193.32500000,    1.19400012,         4,       730,         0,       9999990,      1518,    0.00500000
10000,       200,      0.017750,    1.19735919,   37.80500000, 1208.97000000,    1.19735919,         4,       730,         0,      10000000,      1539,    0.00000000
10000,       200,      0.018000,    1.19515672,   36.99497487, 1218.26500000,    1.19505520,         4,       730,         0,       9999990,      1554,    0.00500000
10000,       200,      0.034250,    1.22521329,   35.10500000, 1999.60000000,    1.22521329,         4,       730,         0,      10000000,      2637,    0.00000000
10000,       200,      0.061500,    1.26493681,   32.96000000, 3074.93000000,    1.26493681,         4,       730,         0,      10000000,      4216,    0.00000000
10000,       200,      0.090750,    1.28708835,   30.11557789, 3965.95000000,    1.28709984,         4,       730,         0,       9999990,      5649,    0.00500000
10000,       200,      0.018250,    1.19727781,   38.26500000, 1233.40500000,    1.19727781,         4,       730,         0,      10000000,      1574,    0.00000000
10000,       200,      0.018500,    1.19609373,   37.86500000, 1245.01000000,    1.19609373,         4,       730,         0,      10000000,      1590,    0.00000000
10000,       200,      0.034500,    1.22664787,   35.33500000, 2013.44500000,    1.22664787,         4,       730,         0,      10000000,      2655,    0.00000000
10000,       200,      0.018750,    1.19922132,   37.42000000, 1262.31500000,    1.19922132,         4,       730,         0,      10000000,      1611,    0.00000000
10000,       200,      0.019000,    1.19597097,   38.43500000, 1268.99000000,    1.19597097,         4,       730,         0,      10000000,      1623,    0.00000000
10000,       200,      0.034750,    1.22836899,   36.04000000, 2026.91500000,    1.22836899,         4,       730,         0,      10000000,      2673,    0.00000000
10000,       200,      0.120500,    1.33477169,   27.40000000, 4848.92000000,    1.33477169,         4,       730,         0,      10000000,      7084,    0.00000000
10000,       200,      0.019250,    1.19371160,   37.84422111, 1279.78500000,    1.19365375,         4,       730,         0,       9999990,      1637,    0.00500000
10000,       200,      0.019500,    1.19705900,   38.27000000, 1295.41000000,    1.19705900,         4,       730,         0,      10000000,      1659,    0.00000000
10000,       200,      0.061750,    1.26690673,   33.33500000, 3090.94000000,    1.26690673,         4,       730,         0,      10000000,      4235,    0.00000000
10000,       200,      0.019750,    1.19864700,   38.16000000, 1310.52000000,    1.19864700,         4,       730,         0,      10000000,      1678,    0.00000000
10000,       200,      0.035000,    1.22728340,   35.11000000, 2036.25000000,    1.22728340,         4,       730,         0,      10000000,      2686,    0.00000000
10000,       200,      0.020000,    1.19715675,   38.23000000, 1321.26500000,    1.19715675,         4,       730,         0,      10000000,      1693,    0.00000000
10000,       200,      0.020250,    1.19586736,   38.24000000, 1330.20000000,    1.19586736,         4,       730,         0,      10000000,      1708,    0.00000000
10000,       200,      0.035250,    1.22839424,   36.14500000, 2049.36000000,    1.22839424,         4,       730,         0,      10000000,      2703,    0.00000000
10000,       200,      0.020500,    1.19650909,   37.79500000, 1343.83000000,    1.19650909,         4,       730,         0,      10000000,      1725,    0.00000000
10000,       200,      0.020750,    1.19867579,   38.51500000, 1358.64500000,    1.19867579,         4,       730,         0,      10000000,      1745,    0.00000000
10000,       200,      0.035500,    1.22775652,   35.14000000, 2055.59500000,    1.22775652,         4,       730,         0,      10000000,      2716,    0.00000000
10000,       200,      0.091000,    1.28653002,   29.45500000, 3969.14500000,    1.28653002,         4,       730,         0,      10000000,      5658,    0.00000000
10000,       200,      0.062000,    1.26642680,   32.58291457, 3094.63500000,    1.26639436,         4,       730,         0,       9999990,      4246,    0.00500000
10000,       200,      0.021000,    1.19663416,   39.01500000, 1369.28000000,    1.19663416,         4,       730,         0,      10000000,      1759,    0.00000000
10000,       200,      0.021250,    1.19935172,   37.93434343, 1383.59000000,    1.19917740,         4,       730,         0,       9999980,      1779,    0.01000000
10000,       200,      0.035750,    1.22988679,   35.15500000, 2071.94000000,    1.22988679,         4,       730,         0,      10000000,      2735,    0.00000000
10000,       200,      0.021500,    1.19734877,   38.21000000, 1392.41000000,    1.19734877,         4,       730,         0,      10000000,      1793,    0.00000000
10000,       200,      0.021750,    1.19905401,   38.34000000, 1408.45000000,    1.19905401,         4,       730,         0,      10000000,      1812,    0.00000000
10000,       200,      0.036000,    1.22843836,   34.26500000, 2077.30000000,    1.22843836,         4,       730,         0,      10000000,      2747,    0.00000000
10000,       200,      0.022000,    1.19636921,   37.23000000, 1414.79000000,    1.19636921,         4,       730,         0,      10000000,      1824,    0.00000000
10000,       200,      0.022250,    1.19380374,   37.38500000, 1422.19000000,    1.19380374,         4,       730,         0,      10000000,      1837,    0.00000000
10000,       200,      0.062250,    1.26648402,   32.95500000, 3102.34500000,    1.26648402,         4,       730,         0,      10000000,      4259,    0.00000000
10000,       200,      0.036250,    1.23002840,   34.57500000, 2091.42500000,    1.23002840,         4,       730,         0,      10000000,      2765,    0.00000000
10000,       200,      0.022500,    1.19542456,   37.79500000, 1435.97000000,    1.19542456,         4,       730,         0,      10000000,      1855,    0.00000000
10000,       200,      0.022750,    1.19677077,   35.66500000, 1452.31500000,    1.19677077,         4,       730,         0,      10000000,      1874,    0.00000000
10000,       200,      0.036500,    1.22919778,   35.32500000, 2098.08500000,    1.22919778,         4,       730,         0,      10000000,      2778,    0.00000000
10000,       200,      0.023000,    1.19578551,   35.26000000, 1459.96500000,    1.19578551,         4,       730,         0,      10000000,      1888,    0.00000000
10000,       200,      0.023250,    1.19581058,   35.09000000, 1471.15000000,    1.19581058,         4,       730,         0,      10000000,      1905,    0.00000000
10000,       200,      0.091250,    1.28631163,   27.51500000, 3974.85500000,    1.28631163,         4,       730,         0,      10000000,      5667,    0.00000000
10000,       200,      0.036750,    1.23017631,   35.16582915, 2112.79500000,    1.23017674,         4,       730,         0,       9999990,      2794,    0.00500000
10000,       200,      0.062500,    1.26738983,   33.01500000, 3112.78000000,    1.26738983,         4,       730,         0,      10000000,      4274,    0.00000000
10000,       200,      0.023500,    1.19897062,   35.32000000, 1489.32500000,    1.19897062,         4,       730,         0,      10000000,      1926,    0.00000000
10000,       200,      0.120750,    1.33487640,   27.65000000, 4854.04000000,    1.33487640,         4,       730,         0,      10000000,      7095,    0.00000000
10000,       200,      0.023750,    1.20179559,   35.81500000, 1504.99500000,    1.20179559,         4,       730,         0,      10000000,      1946,    0.00000000
10000,       200,      0.037000,    1.22962458,   35.25252525, 2121.04000000,    1.22964201,         4,       730,         0,       9999980,      2808,    0.01000000
10000,       200,      0.024000,    1.20078092,   35.49246231, 1514.38500000,    1.20076432,         4,       730,         0,       9999990,      1961,    0.00500000
10000,       200,      0.024250,    1.20075064,   35.29145729, 1524.40000000,    1.20075855,         4,       730,         0,       9999990,      1977,    0.00500000
10000,       200,      0.037250,    1.23125232,   35.63000000, 2133.19500000,    1.23125232,         4,       730,         0,      10000000,      2826,    0.00000000
10000,       200,      0.024500,    1.20299812,   35.38071066, 1541.80000000,    1.20283150,         4,       730,         0,       9999970,      1997,    0.01500000
10000,       200,      0.062750,    1.26793847,   32.04000000, 3125.00500000,    1.26793847,         4,       730,         0,      10000000,      4289,    0.00000000
10000,       200,      0.024750,    1.20409190,   34.38000000, 1553.90000000,    1.20409190,         4,       730,         0,      10000000,      2014,    0.00000000
10000,       200,      0.037500,    1.23024817,   35.35000000, 2141.30500000,    1.23024817,         4,       730,         0,      10000000,      2838,    0.00000000
10000,       200,      0.025000,    1.20408146,   35.04500000, 1564.81500000,    1.20408146,         4,       730,         0,      10000000,      2030,    0.00000000
10000,       200,      0.025250,    1.20720950,   35.49000000, 1583.02000000,    1.20720950,         4,       730,         0,      10000000,      2052,    0.00000000
10000,       200,      0.037750,    1.23182693,   35.25500000, 2154.35000000,    1.23182693,         4,       730,         0,      10000000,      2856,    0.00000000
10000,       200,      0.091500,    1.28714037,   27.76000000, 3984.17000000,    1.28714037,         4,       730,         0,      10000000,      5682,    0.00000000
10000,       200,      0.025500,    1.20644183,   35.28000000, 1591.59000000,    1.20644183,         4,       730,         0,      10000000,      2066,    0.00000000
10000,       200,      0.063000,    1.26777338,   32.74500000, 3130.80000000,    1.26777338,         4,       730,         0,      10000000,      4300,    0.00000000
10000,       200,      0.025750,    1.20882093,   35.21105528, 1607.41500000,    1.20876147,         4,       730,         0,       9999990,      2086,    0.00500000
10000,       200,      0.038000,    1.23060067,   35.84924623, 2160.95000000,    1.23064173,         4,       730,         0,       9999990,      2867,    0.00500000
10000,       200,      0.026000,    1.20852107,   35.24000000, 1616.82500000,    1.20852107,         4,       730,         0,      10000000,      2101,    0.00000000
10000,       200,      0.026250,    1.20684685,   35.76884422, 1626.63000000,    1.20683354,         4,       730,         0,       9999990,      2114,    0.00500000
10000,       200,      0.038250,    1.23233983,   35.19000000, 2177.26500000,    1.23233983,         4,       730,         0,      10000000,      2886,    0.00000000
10000,       200,      0.026500,    1.20912766,   35.06030151, 1640.28000000,    1.20906705,         4,       730,         0,       9999990,      2134,    0.00500000
10000,       200,      0.063250,    1.26770751,   32.76000000, 3137.91000000,    1.26770751,         4,       730,         0,      10000000,      4312,    0.00000000
10000,       200,      0.038500,    1.23091126,   34.82000000, 2182.22000000,    1.23091126,         4,       730,         0,      10000000,      2897,    0.00000000
10000,       200,      0.026750,    1.21212959,   35.55500000, 1657.43000000,    1.21212959,         4,       730,         0,      10000000,      2155,    0.00000000
10000,       200,      0.027000,    1.21061833,   35.38500000, 1666.41500000,    1.21061833,         4,       730,         0,      10000000,      2168,    0.00000000
10000,       200,      0.121000,    1.33511823,   27.85000000, 4860.88000000,    1.33511823,         4,       730,         0,      10000000,      7105,    0.00000000
10000,       200,      0.038750,    1.23231875,   35.10000000, 2195.82000000,    1.23231875,         4,       730,         0,      10000000,      2914,    0.00000000
10000,       200,      0.027250,    1.21065980,   35.96984925, 1676.02000000,    1.21060958,         4,       730,         0,       9999990,      2184,    0.00500000
10000,       200,      0.091750,    1.28838405,   27.52000000, 3996.32000000,    1.28838405,         4,       730,         0,      10000000,      5698,    0.00000000
10000,       200,      0.027500,    1.21202431,   35.12000000, 1690.19000000,    1.21202431,         4,       730,         0,      10000000,      2202,    0.00000000
10000,       200,      0.039000,    1.23217051,   35.60000000, 2202.72500000,    1.23217051,         4,       730,         0,      10000000,      2928,    0.00000000
10000,       200,      0.063500,    1.26788655,   32.58500000, 3147.83500000,    1.26788655,         4,       730,         0,      10000000,      4325,    0.00000000
10000,       200,      0.027750,    1.21503255,   35.67839196, 1706.19000000,    1.21499905,         4,       730,         0,       9999990,      2223,    0.00500000
10000,       200,      0.028000,    1.21321654,   36.02500000, 1715.48000000,    1.21321654,         4,       730,         0,      10000000,      2235,    0.00000000
10000,       200,      0.039250,    1.23221838,   35.67336683, 2213.95000000,    1.23217428,         4,       730,         0,       9999990,      2943,    0.00500000
10000,       200,      0.028250,    1.21362270,   35.86000000, 1726.73500000,    1.21362270,         4,       730,         0,      10000000,      2251,    0.00000000
10000,       200,      0.039500,    1.23125069,   35.42500000, 2219.94000000,    1.23125069,         4,       730,         0,      10000000,      2954,    0.00000000
10000,       200,      0.028500,    1.21535077,   35.40500000, 1739.43000000,    1.21535077,         4,       730,         0,      10000000,      2270,    0.00000000
10000,       200,      0.063750,    1.26908727,   32.18500000, 3158.24000000,    1.26908727,         4,       730,         0,      10000000,      4342,    0.00000000
10000,       200,      0.028750,    1.21693028,   35.89000000, 1754.85000000,    1.21693028,         4,       730,         0,      10000000,      2288,    0.00000000
10000,       200,      0.039750,    1.23235929,   35.05000000, 2232.77000000,    1.23235929,         4,       730,         0,      10000000,      2971,    0.00000000
10000,       200,      0.029000,    1.21630208,   36.04522613, 1763.10000000,    1.21631240,         4,       730,         0,       9999990,      2303,    0.00500000
